frame_of_detection,track_id_1,class_1,track_id_2,class_2,predicted_TTC_seconds
122,10,car,171,car,1.1
122,17,traffic light,140,car,1.4000000000000001
122,40,person,179,car,1.8
122,81,traffic light,140,car,0.7000000000000001
122,171,car,180,car,1.3
123,10,car,171,car,1.1
123,17,traffic light,62,car,1.7000000000000002
123,171,car,180,car,1.4000000000000001
124,10,car,171,car,1.2000000000000002
125,140,car,185,car,0.7000000000000001
125,171,car,185,car,0.4
126,8,car,179,car,1.2000000000000002
127,8,car,179,car,0.8
127,171,car,185,car,0.4
128,1,car,3,car,0.1
128,2,car,8,car,1.6
128,3,car,179,car,1.7000000000000002
128,8,car,179,car,0.7000000000000001
128,10,car,11,car,0.1
129,1,car,3,car,0.1
129,3,car,8,car,0.6000000000000001
129,10,car,11,car,0.1
130,1,car,3,car,0.1
130,1,car,192,person,0.1
130,9,person,192,person,1.5
131,9,person,192,person,1.3
131,9,person,195,car,0.1
132,1,car,195,car,0.1
132,3,car,195,car,0.4
132,5,car,193,car,0.1
132,8,car,40,person,2.0
132,10,car,171,car,1.3
132,11,car,171,car,1.1
132,171,car,180,car,1.5
133,1,car,197,person,0.5
133,2,car,11,car,0.1
133,3,car,197,person,1.2000000000000002
133,5,car,193,car,0.1
133,8,car,40,person,2.0
133,9,person,197,person,0.1
133,10,car,11,car,0.1
133,11,car,171,car,1.2000000000000002
133,140,car,185,car,0.7000000000000001
133,171,car,185,car,0.30000000000000004
133,192,person,197,person,0.30000000000000004
133,195,car,197,person,0.2
133,196,person,197,person,0.1
134,1,car,197,person,0.7000000000000001
134,3,car,197,person,0.9
134,5,car,197,person,1.7000000000000002
134,9,person,197,person,0.1
134,14,person,179,car,2.0
134,40,person,179,car,1.6
134,140,car,185,car,0.8
134,171,car,185,car,0.4
134,192,person,197,person,0.2
134,195,car,197,person,0.1
134,196,person,197,person,0.1
135,2,car,11,car,0.1
135,9,person,195,car,0.1
135,10,car,11,car,0.1
135,14,person,179,car,1.4000000000000001
135,40,person,179,car,1.0
135,171,car,185,car,0.4
135,192,person,195,car,0.1
136,1,car,192,person,0.1
136,1,car,195,car,0.1
136,2,car,11,car,0.1
136,3,car,195,car,1.2000000000000002
136,14,person,179,car,1.5
136,40,person,179,car,1.0
136,140,car,185,car,0.8
136,171,car,185,car,0.4
137,1,car,195,car,0.1
137,3,car,195,car,0.4
137,10,car,171,car,1.4000000000000001
138,1,car,3,car,0.1
138,1,car,124,car,1.6
138,1,car,192,car,0.1
138,1,car,195,car,0.1
138,9,person,192,car,0.1
138,9,person,195,car,0.1
138,9,person,196,person,0.1
138,10,car,171,car,1.5
139,2,car,11,car,0.1
139,2,car,179,car,1.4000000000000001
139,7,car,143,person,0.1
139,8,car,40,person,1.2000000000000002
139,9,person,196,person,0.1
140,1,car,124,car,2.0
140,2,car,124,car,0.1
140,2,car,179,car,1.9000000000000001
140,2,car,193,car,0.1
140,3,car,8,car,1.5
140,7,car,143,person,0.1
140,8,car,124,car,1.3
140,179,car,180,car,0.9
141,3,car,8,car,1.5
142,40,person,179,car,1.1
143,3,car,5,car,2.0
143,5,car,193,car,0.1
143,11,car,193,car,1.5
143,17,traffic light,171,car,1.5
143,40,person,179,car,0.6000000000000001
144,2,car,193,car,0.1
144,3,car,5,car,1.5
144,5,car,193,car,0.1
144,9,person,212,motorcycle,0.6000000000000001
144,10,car,11,car,0.1
144,10,car,171,car,1.6
144,40,person,179,car,0.8
144,196,person,212,motorcycle,0.1
145,2,car,193,car,0.1
145,5,car,193,car,0.1
145,9,person,212,motorcycle,0.8
145,10,car,11,car,0.1
145,10,car,140,car,1.6
145,10,car,171,car,1.5
145,11,car,124,car,1.0
145,11,car,171,car,1.6
145,17,traffic light,140,car,1.4000000000000001
145,17,traffic light,199,car,1.3
145,40,person,179,car,1.1
145,124,car,193,car,0.1
145,196,person,212,motorcycle,0.1
146,2,car,11,car,0.1
146,9,person,212,motorcycle,0.9
146,17,traffic light,140,car,1.5
147,9,person,212,motorcycle,1.6
147,10,car,11,car,0.1
147,192,person,212,motorcycle,1.2000000000000002
147,196,person,212,motorcycle,0.1
148,10,car,180,car,0.5
148,14,person,40,person,2.0
148,192,person,212,motorcycle,0.7000000000000001
148,196,person,212,motorcycle,0.1
149,2,car,180,car,1.9000000000000001
149,9,person,192,person,0.2
149,9,person,196,person,0.1
149,10,car,11,car,0.1
149,14,person,179,car,1.2000000000000002
149,192,person,212,motorcycle,0.6000000000000001
149,196,person,212,motorcycle,0.1
150,2,car,10,car,1.3
150,2,car,124,car,0.1
150,2,car,180,car,1.7000000000000002
150,9,person,196,person,0.1
150,14,person,179,car,1.2000000000000002
150,40,person,179,car,0.7000000000000001
150,124,car,219,traffic light,0.1
150,192,person,196,person,0.8
150,192,person,212,motorcycle,0.7000000000000001
151,1,car,3,car,0.1
151,2,car,10,car,1.3
151,2,car,193,car,0.1
151,9,person,196,person,0.1
151,14,person,179,car,1.3
151,40,person,179,car,0.9
151,192,person,212,motorcycle,0.9
151,196,person,212,motorcycle,0.1
152,1,car,3,car,0.1
152,2,car,11,car,0.1
152,7,car,143,person,0.1
152,9,person,212,motorcycle,0.7000000000000001
152,10,car,11,car,0.1
152,14,person,40,person,1.4000000000000001
152,14,person,179,car,1.4000000000000001
152,17,traffic light,140,car,1.4000000000000001
152,17,traffic light,171,car,1.4000000000000001
152,40,person,179,car,0.9
152,192,person,212,motorcycle,0.8
152,196,person,212,motorcycle,0.1
153,7,car,143,person,0.1
153,9,person,192,person,0.7000000000000001
153,9,person,212,motorcycle,0.9
153,14,person,179,car,1.1
153,40,person,179,car,0.7000000000000001
153,196,person,212,motorcycle,0.1
154,9,person,192,person,0.5
154,9,person,196,person,0.1
154,9,person,212,motorcycle,1.6
154,14,person,179,car,1.5
154,40,person,179,car,0.8
155,7,car,143,person,0.1
155,7,car,212,car,1.7000000000000002
155,9,person,192,person,0.2
155,9,person,196,person,0.1
155,9,person,212,car,0.2
155,14,person,179,car,1.4000000000000001
155,40,person,179,car,0.7000000000000001
156,9,person,212,car,0.1
156,14,person,179,car,1.5
156,40,person,179,car,0.6000000000000001
156,124,car,219,traffic light,0.1
156,192,person,196,person,1.4000000000000001
156,192,person,212,car,0.4
157,7,car,212,car,1.3
157,14,person,179,car,1.4000000000000001
157,40,person,179,car,0.5
157,124,car,219,traffic light,0.1
157,192,person,212,car,0.6000000000000001
158,3,car,8,car,1.4000000000000001
158,14,person,179,car,1.4000000000000001
158,40,person,179,car,0.5
159,8,car,225,car,0.1
159,14,person,179,car,1.7000000000000002
159,40,person,179,car,0.7000000000000001
160,8,car,225,car,0.1
161,8,car,225,car,0.1
161,11,car,180,car,1.0
161,40,person,179,car,1.2000000000000002
162,8,car,225,car,0.1
162,10,car,180,car,0.30000000000000004
162,40,person,179,car,1.6
163,9,person,212,car,0.6000000000000001
163,10,car,180,car,0.4
163,14,person,179,car,1.7000000000000002
163,40,person,179,car,0.8
163,192,person,212,car,0.4
164,14,person,179,car,1.3
164,40,person,179,car,0.6000000000000001
164,192,person,212,car,0.6000000000000001
165,1,car,230,person,1.1
165,9,person,196,person,0.1
165,9,person,230,person,0.1
165,40,person,179,car,0.4
165,196,person,212,car,0.1
166,1,car,230,person,1.3
166,9,person,196,person,0.1
166,9,person,230,person,0.1
166,40,person,179,car,0.5
167,81,traffic light,228,train,0.1
167,212,car,230,person,0.4
168,40,person,179,car,0.7000000000000001
168,81,traffic light,228,train,0.1
169,81,traffic light,228,train,0.1
169,212,car,230,person,0.2
169,228,train,246,car,0.8
170,1,car,212,car,0.1
170,2,car,212,car,1.9000000000000001
170,3,car,212,car,0.6000000000000001
170,5,car,212,car,1.4000000000000001
170,192,person,212,car,0.1
170,193,car,212,car,1.9000000000000001
170,212,car,243,person,0.2
170,228,train,246,car,0.8
171,1,car,212,car,0.1
171,2,car,212,car,1.3
171,3,car,212,car,0.4
171,5,car,212,car,1.0
171,9,person,212,car,0.1
171,10,car,180,car,0.6000000000000001
171,14,person,40,person,1.6
171,192,person,212,car,0.1
171,193,car,212,car,1.4000000000000001
171,212,car,243,person,0.1
171,212,car,246,car,2.0
171,212,car,251,traffic light,1.8
172,1,car,212,car,0.1
172,5,car,212,car,0.8
172,10,car,180,car,0.9
172,14,person,40,person,1.9000000000000001
172,14,person,179,car,2.0
172,14,person,253,motorcycle,1.2000000000000002
172,40,person,179,car,1.0
172,192,person,212,car,0.1
172,212,car,231,traffic light,1.5
172,212,car,243,person,0.1
173,1,car,212,car,0.1
173,5,car,212,car,1.9000000000000001
173,14,person,40,person,1.7000000000000002
173,14,person,179,car,1.2000000000000002
173,14,person,253,motorcycle,1.8
173,81,traffic light,228,train,0.1
173,192,person,212,car,0.1
173,212,car,243,person,0.2
174,1,car,212,car,0.1
174,3,car,8,car,0.7000000000000001
174,14,person,179,car,1.1
174,81,traffic light,228,bus,0.1
174,192,person,212,car,0.1
175,1,car,212,car,0.1
175,3,car,8,car,0.6000000000000001
175,3,car,253,motorcycle,0.1
175,10,car,11,car,0.1
175,14,person,179,car,1.4000000000000001
175,192,person,212,car,0.1
176,1,car,3,car,0.1
176,3,car,8,car,0.7000000000000001
176,3,car,253,motorcycle,0.1
176,7,car,259,person,0.1
176,10,car,11,car,0.1
176,14,person,179,car,1.9000000000000001
177,7,car,259,person,0.1
177,10,car,11,car,0.1
177,10,car,140,car,1.8
177,10,car,252,car,1.8
178,7,car,192,person,2.0
178,7,car,259,person,0.1
178,10,car,11,car,0.1
178,10,car,140,car,1.6
178,10,car,252,car,2.0
178,192,person,243,person,0.6000000000000001
179,2,car,11,car,0.1
179,10,car,11,car,0.1
179,10,car,246,car,1.7000000000000002
179,81,traffic light,228,bus,0.1
180,2,car,11,car,0.1
180,3,car,269,motorcycle,0.1
180,253,motorcycle,269,motorcycle,0.1
181,3,car,269,motorcycle,0.1
181,10,car,11,car,0.1
182,1,car,3,car,0.1
182,10,car,11,car,0.1
183,1,car,243,person,0.1
183,7,car,259,person,0.1
183,81,traffic light,246,car,0.6000000000000001
183,228,bus,246,car,0.4
184,1,car,243,person,0.1
184,7,car,259,person,0.1
184,81,traffic light,228,bus,0.1
185,1,car,3,car,0.1
185,1,car,124,car,1.2000000000000002
185,1,car,243,person,0.1
185,3,car,269,car,0.1
185,7,car,259,person,0.1
185,10,car,11,car,0.1
185,17,traffic light,246,car,1.0
185,81,traffic light,228,bus,0.1
185,179,car,269,car,1.1
185,260,person,262,person,0.7000000000000001
186,1,car,243,person,0.1
186,1,car,262,person,1.0
186,5,car,124,car,0.30000000000000004
186,7,car,259,person,0.1
186,10,car,11,car,0.1
186,10,car,246,car,1.2000000000000002
186,81,traffic light,228,bus,0.1
186,124,car,260,person,1.6
186,179,car,278,person,2.0
186,212,car,243,person,0.30000000000000004
186,212,car,260,person,0.1
186,212,car,262,person,0.4
186,260,person,262,person,0.7000000000000001
187,7,car,259,person,0.1
187,14,person,278,person,0.1
187,81,traffic light,228,train,0.1
187,179,car,278,person,1.6
188,14,person,278,person,0.1
188,179,car,278,person,1.5
189,1,car,243,person,0.1
189,10,car,180,car,0.1
189,17,traffic light,140,car,1.2000000000000002
189,17,traffic light,285,car,1.1
189,179,car,278,person,1.1
189,243,person,260,person,1.3
189,260,person,290,car,0.1
190,2,car,269,motorcycle,0.4
190,3,car,269,motorcycle,0.1
190,10,car,180,car,0.1
190,14,person,179,car,1.6
190,17,traffic light,140,car,1.4000000000000001
190,17,traffic light,246,car,0.7000000000000001
190,17,traffic light,285,car,1.1
190,124,car,269,motorcycle,1.3
190,179,car,278,person,1.1
190,193,car,269,motorcycle,1.6
190,212,car,260,person,0.1
190,253,motorcycle,269,motorcycle,0.1
190,260,person,291,person,0.1
191,2,car,124,car,0.1
191,2,car,193,car,0.1
191,2,car,269,motorcycle,0.5
191,3,car,269,motorcycle,0.1
191,10,car,180,car,0.2
191,14,person,179,car,0.7000000000000001
191,17,traffic light,285,car,1.3
191,124,car,269,motorcycle,1.6
191,179,car,278,person,0.7000000000000001
191,253,motorcycle,269,motorcycle,0.1
192,2,car,124,car,0.1
192,2,car,193,car,0.1
192,10,car,180,car,0.7000000000000001
192,14,person,179,car,0.5
192,179,car,278,person,0.5
193,2,car,124,car,0.1
193,2,car,193,car,0.1
193,179,car,278,person,0.4
194,7,car,8,car,1.9000000000000001
194,10,car,180,car,0.2
194,11,car,180,car,0.5
194,179,car,278,person,0.4
194,243,person,262,person,0.1
195,1,car,243,person,0.1
195,1,car,290,car,0.1
195,7,car,290,car,1.7000000000000002
195,8,car,253,motorcycle,0.2
195,8,car,269,motorcycle,0.1
195,10,car,180,car,0.2
195,11,car,180,car,0.4
195,179,car,278,person,0.6000000000000001
196,1,car,3,car,0.1
196,1,car,243,person,0.1
196,1,car,290,car,0.1
196,8,car,253,motorcycle,0.1
196,8,car,269,motorcycle,0.1
196,10,car,180,car,0.30000000000000004
196,11,car,180,car,0.5
196,179,car,278,person,0.6000000000000001
196,290,car,291,person,0.1
197,1,car,243,person,0.1
197,1,car,290,car,0.1
197,8,car,253,motorcycle,0.1
197,8,car,269,car,0.1
197,11,car,180,car,1.8
197,179,car,278,person,0.6000000000000001
197,253,motorcycle,291,person,2.0
197,260,person,290,car,0.30000000000000004
197,269,car,291,person,2.0
197,290,car,291,person,0.1
198,2,car,11,car,0.1
198,10,car,11,car,0.1
198,179,car,278,person,0.5
198,243,person,290,car,0.1
198,253,motorcycle,291,person,2.0
199,2,car,11,car,0.1
199,10,car,11,car,0.1
199,179,car,278,person,0.4
199,243,person,290,car,0.1
200,8,car,269,car,0.1
200,10,car,246,car,1.2000000000000002
200,11,car,246,car,1.1
200,179,car,269,car,0.6000000000000001
200,179,car,278,person,0.30000000000000004
201,3,car,269,car,0.1
201,8,car,269,car,0.1
201,10,car,11,car,0.1
201,179,car,269,car,0.7000000000000001
201,179,car,278,person,0.30000000000000004
202,2,car,10,car,2.0
202,2,car,11,car,0.1
202,2,car,193,car,0.1
202,8,car,269,car,0.1
202,179,car,269,car,0.6000000000000001
202,179,car,278,person,0.4
203,2,car,10,car,1.4000000000000001
203,2,car,193,car,0.1
203,8,car,269,car,0.1
203,179,car,278,person,0.4
204,2,car,193,car,0.1
204,7,car,259,person,0.1
204,7,car,307,person,0.1
204,179,car,278,person,0.30000000000000004
204,262,person,316,person,0.2
204,307,person,316,person,1.8
205,2,car,193,car,0.1
205,7,car,307,person,0.1
205,179,car,278,person,0.30000000000000004
205,260,person,316,person,0.1
205,262,person,316,person,0.30000000000000004
206,2,car,193,car,0.1
206,7,car,259,person,0.1
206,7,car,307,person,0.1
206,179,car,278,person,0.2
206,260,person,290,car,0.4
206,262,person,290,car,0.5
207,2,car,193,car,0.1
207,11,car,180,car,1.1
207,179,car,278,person,0.1
207,260,person,290,car,0.5
207,262,person,290,car,0.5
208,2,car,11,car,0.1
208,2,car,180,car,2.0
208,2,car,193,car,0.1
208,10,car,11,car,0.1
208,10,car,180,car,0.7000000000000001
208,17,traffic light,246,car,1.4000000000000001
208,179,car,278,person,0.1
209,2,car,11,car,0.1
209,2,car,180,car,1.8
209,5,car,310,car,0.1
209,10,car,11,car,0.1
209,10,car,180,car,1.0
209,179,car,278,person,0.1
210,2,car,11,car,0.1
210,2,car,193,car,0.1
210,10,car,11,car,0.1
210,179,car,278,person,0.1
211,1,car,5,car,1.2000000000000002
211,2,car,8,car,1.9000000000000001
211,3,car,8,car,1.3
211,179,car,278,person,0.1
212,2,car,193,car,0.1
212,3,car,8,car,0.4
212,179,car,278,person,0.1
212,259,person,291,person,0.2
212,262,person,291,person,0.4
213,3,car,8,car,0.30000000000000004
213,179,car,278,person,0.1
214,2,car,325,traffic light,2.0
214,3,car,8,car,0.5
214,193,car,325,traffic light,0.1
215,8,car,179,car,1.9000000000000001
215,193,car,325,traffic light,0.1
216,3,car,8,car,0.6000000000000001
216,17,traffic light,246,car,1.6
216,193,car,325,traffic light,0.1
216,260,person,262,person,0.30000000000000004
216,323,traffic light,325,traffic light,0.1
216,323,traffic light,329,car,1.9000000000000001
217,2,car,329,car,1.1
217,3,car,8,car,0.2
217,8,car,329,car,1.9000000000000001
217,17,traffic light,246,car,1.6
217,231,traffic light,329,car,0.8
218,2,car,329,car,0.8
218,8,car,329,car,1.5
218,10,car,329,car,1.6
218,17,traffic light,246,car,1.5
218,193,car,325,traffic light,0.1
218,231,traffic light,329,car,0.6000000000000001
218,325,traffic light,329,car,0.5
219,2,car,11,car,0.1
219,2,car,329,car,0.5
219,5,car,329,car,0.6000000000000001
219,17,traffic light,246,car,1.7000000000000002
219,193,car,325,traffic light,0.1
219,193,car,329,car,0.4
220,2,car,329,car,0.7000000000000001
220,5,car,231,traffic light,1.4000000000000001
220,10,car,329,car,0.7000000000000001
220,17,traffic light,246,car,1.7000000000000002
220,193,car,325,traffic light,0.1
220,193,car,329,car,0.5
221,2,car,329,car,0.9
221,10,car,329,car,1.0
221,11,car,180,car,1.1
221,17,traffic light,246,car,1.8
221,17,traffic light,329,car,1.0
221,180,car,329,car,1.1
221,193,car,329,car,0.7000000000000001
222,2,car,11,car,0.1
222,8,car,179,car,0.6000000000000001
222,10,car,180,car,0.4
222,17,traffic light,246,car,1.8
222,17,traffic light,329,car,0.9
223,2,car,11,car,0.1
223,10,car,180,car,0.6000000000000001
223,11,car,329,car,1.2000000000000002
223,325,traffic light,329,car,0.7000000000000001
224,2,car,11,car,0.1
224,10,car,329,car,1.2000000000000002
224,11,car,329,car,1.1
224,260,person,262,person,0.1
224,260,person,291,person,0.1
224,325,traffic light,329,car,0.6000000000000001
225,260,person,262,person,0.1
225,260,person,291,person,0.1
226,193,car,325,traffic light,0.1
226,193,car,329,car,0.7000000000000001
227,10,car,329,car,1.1
227,193,car,325,traffic light,0.1
227,262,person,291,person,0.1
227,291,person,307,person,0.4
228,2,car,10,car,1.9000000000000001
228,7,car,307,person,0.1
228,10,car,11,car,0.1
228,10,car,329,car,1.2000000000000002
228,231,traffic light,325,traffic light,0.4
228,325,traffic light,329,car,0.6000000000000001
229,7,car,307,person,0.1
229,8,car,179,car,1.2000000000000002
229,10,car,11,car,0.1
229,231,traffic light,325,traffic light,0.1
230,2,car,11,car,0.1
230,10,car,11,car,0.1
230,11,car,180,car,1.2000000000000002
230,231,traffic light,325,traffic light,0.2
230,325,traffic light,329,car,0.6000000000000001
231,2,car,193,car,0.1
231,10,car,11,car,0.1
231,10,car,180,car,1.2000000000000002
231,11,car,180,car,0.6000000000000001
231,193,car,231,traffic light,2.0
231,231,traffic light,325,traffic light,0.30000000000000004
231,325,traffic light,329,car,0.6000000000000001
232,10,car,11,car,0.1
232,17,traffic light,329,car,1.3
232,17,traffic light,374,car,1.1
232,325,traffic light,329,car,0.6000000000000001
233,7,car,307,person,0.1
233,10,car,11,car,0.1
233,17,traffic light,329,car,1.2000000000000002
233,17,traffic light,374,car,1.0
234,3,car,8,car,1.6
234,7,car,307,person,0.1
234,10,car,11,car,0.1
234,17,traffic light,374,car,1.1
235,3,car,8,car,1.4000000000000001
235,10,car,11,car,0.1
235,17,traffic light,374,car,1.1
235,231,traffic light,325,traffic light,0.9
235,231,traffic light,380,traffic light,0.1
236,10,car,11,car,0.1
236,17,traffic light,246,car,1.6
236,17,traffic light,329,car,1.2000000000000002
236,17,traffic light,374,car,1.2000000000000002
236,231,traffic light,325,traffic light,0.4
236,231,traffic light,380,traffic light,0.1
237,7,car,307,person,0.1
237,10,car,11,car,0.1
237,10,car,180,car,0.5
237,17,traffic light,246,car,1.4000000000000001
237,17,traffic light,329,car,1.3
238,7,car,260,person,1.8
238,7,car,307,person,0.1
238,10,car,11,car,0.1
238,10,car,180,car,0.4
238,11,car,329,car,1.2000000000000002
238,17,traffic light,246,car,1.5
238,17,traffic light,329,car,1.4000000000000001
238,193,car,380,traffic light,0.1
238,325,traffic light,380,traffic light,0.1
239,7,car,260,person,1.1
239,7,car,307,person,0.1
239,193,car,325,traffic light,0.1
239,193,car,380,traffic light,0.1
240,2,car,11,car,0.1
240,7,car,260,person,1.2000000000000002
240,7,car,307,person,0.1
240,10,car,11,car,0.1
240,193,car,380,traffic light,0.1
241,2,car,11,car,0.1
241,10,car,11,car,0.1
242,2,car,11,car,0.1
242,2,car,193,car,0.1
242,8,car,386,car,0.5
242,17,traffic light,329,car,1.5
243,2,car,11,car,0.1
243,2,car,193,car,0.1
243,17,traffic light,374,car,1.2000000000000002
244,2,car,11,car,0.1
244,2,car,193,car,0.1
244,7,car,307,person,0.1
244,10,car,11,car,0.1
244,17,traffic light,374,car,1.3
244,81,traffic light,367,car,0.7000000000000001
244,325,traffic light,329,car,0.9
245,2,car,11,car,0.1
245,2,car,193,car,0.1
245,3,car,5,car,1.5
245,5,car,193,car,0.8
245,7,car,307,person,0.1
245,11,car,329,car,1.3
246,2,car,11,car,0.1
246,2,car,193,car,0.1
246,5,car,193,car,0.7000000000000001
246,7,car,8,car,1.7000000000000002
246,7,car,179,car,2.0
247,2,car,11,car,0.1
247,2,car,193,car,0.1
248,2,car,11,car,0.1
248,193,car,325,traffic light,0.1
249,2,car,11,car,0.1
249,10,car,11,car,0.1
249,17,traffic light,329,car,1.3
249,193,car,325,traffic light,0.1
250,2,car,11,car,0.1
250,10,car,11,car,0.1
250,17,traffic light,246,car,1.9000000000000001
250,17,traffic light,329,car,1.4000000000000001
250,17,traffic light,367,car,1.3
250,17,traffic light,374,car,1.4000000000000001
251,2,car,11,car,0.1
251,2,car,193,car,0.1
251,10,car,11,car,0.1
251,10,car,367,car,1.6
252,17,traffic light,246,car,1.7000000000000002
252,17,traffic light,329,car,1.3
252,17,traffic light,367,car,1.2000000000000002
252,17,traffic light,374,car,1.2000000000000002
253,10,car,11,car,0.1
253,193,car,325,traffic light,0.1
254,2,car,11,car,0.1
254,7,car,407,car,0.1
254,10,car,11,car,0.1
254,17,traffic light,246,car,2.0
254,17,traffic light,329,car,1.1
254,17,traffic light,367,car,0.9
254,193,car,325,traffic light,0.1
255,2,car,11,car,0.1
255,7,car,407,car,0.1
255,10,car,11,car,0.1
255,193,car,325,traffic light,0.1
256,2,car,11,car,0.1
256,10,car,11,car,0.1
256,17,traffic light,329,car,1.4000000000000001
256,17,traffic light,367,car,1.4000000000000001
256,17,traffic light,374,car,1.4000000000000001
258,7,car,407,car,0.1
258,17,traffic light,367,car,1.5
258,260,person,406,car,0.1
259,2,car,11,car,0.1
259,10,car,11,car,0.1
259,17,traffic light,367,car,1.5
259,329,car,415,car,2.0
260,2,car,11,car,0.1
260,10,car,329,car,1.4000000000000001
260,10,car,367,car,1.4000000000000001
260,17,traffic light,367,car,1.4000000000000001
260,329,car,415,car,2.0
260,367,car,415,car,1.7000000000000002
261,10,car,11,car,0.1
261,10,car,367,car,1.6
261,17,traffic light,367,car,1.6
261,180,car,415,car,0.7000000000000001
262,10,car,11,car,0.1
262,10,car,367,car,1.8
262,17,traffic light,367,car,1.8
262,180,car,415,car,0.5
263,2,car,11,car,0.1
263,2,car,193,car,0.1
263,10,car,11,car,0.1
263,17,traffic light,246,car,1.5
263,17,traffic light,367,car,1.7000000000000002
263,180,car,415,car,0.6000000000000001
264,2,car,11,car,0.1
264,10,car,11,car,0.1
264,10,car,180,car,0.7000000000000001
264,17,traffic light,246,car,1.2000000000000002
264,17,traffic light,367,car,1.8
265,2,car,11,car,0.1
265,10,car,11,car,0.1
265,17,traffic light,246,car,1.4000000000000001
265,17,traffic light,367,car,1.8
266,2,car,11,car,0.1
266,7,car,407,car,0.1
266,10,car,11,car,0.1
266,17,traffic light,367,car,1.6
267,2,car,11,car,0.1
267,10,car,11,car,0.1
268,2,car,11,car,0.1
268,7,car,407,car,0.1
268,17,traffic light,367,car,1.3
269,2,car,11,car,0.1
269,7,car,407,car,0.1
269,10,car,11,car,0.1
269,17,traffic light,367,car,1.4000000000000001
270,2,car,11,car,0.1
270,10,car,11,car,0.1
270,17,traffic light,367,car,1.5
270,180,car,415,car,0.7000000000000001
271,2,car,11,car,0.1
